{'date': '2017-06-22 21:30', 'home': 'changnin', 'temperature': '26.80', 'humidity': '99.90'}
{'date': '2017-06-25 19:15', 'home': 'changnin', 'temperature': '26.90', 'humidity': '99.90'}
{'date': '2017-06-25 19:30', 'home': 'changnin', 'temperature': '27.00', 'humidity': '99.90'}
{'date': '2017-06-25 19:45', 'home': 'changnin', 'temperature': '27.00', 'humidity': '99.90'}
{'date': '2017-06-25 20:00', 'home': 'changnin', 'temperature': '26.90', 'humidity': '99.90'}
{'date': '2017-06-25 20:15', 'home': 'changnin', 'temperature': '26.80', 'humidity': '99.90'}
{'date': '2017-06-25 20:30', 'home': 'changnin', 'temperature': '26.80', 'humidity': '99.90'}
{'date': '2017-06-25 20:45', 'home': 'changnin', 'temperature': '26.70', 'humidity': '99.90'}
{'date': '2017-06-25 21:00', 'home': 'changnin', 'temperature': '26.70', 'humidity': '99.90'}
{'date': '2017-06-25 21:15', 'home': 'changnin', 'temperature': '26.60', 'humidity': '99.90'}
{'date': '2017-06-25 21:30', 'home': 'changnin', 'temperature': '26.50', 'humidity': '99.90'}
{'date': '2017-06-25 21:45', 'home': 'changnin', 'temperature': '26.50', 'humidity': '99.90'}
{'date': '2017-06-25 22:00', 'home': 'changnin', 'temperature': '26.50', 'humidity': '99.90'}
{'date': '2017-06-25 22:15', 'home': 'changnin', 'temperature': '26.50', 'humidity': '99.90'}
{'date': '2017-06-25 22:30', 'home': 'changnin', 'temperature': '26.60', 'humidity': '99.90'}
{'date': '2017-06-25 22:45', 'home': 'changnin', 'temperature': '26.60', 'humidity': '99.90'}
{'date': '2017-06-25 23:00', 'home': 'changnin', 'temperature': '26.60', 'humidity': '99.90'}
{'date': '2017-06-25 23:15', 'home': 'changnin', 'temperature': '26.60', 'humidity': '99.90'}
{'date': '2017-06-25 23:30', 'home': 'changnin', 'temperature': '26.60', 'humidity': '99.90'}
{'date': '2017-06-25 23:45', 'home': 'changnin', 'temperature': '26.50', 'humidity': '99.20'}
{'date': '2017-06-26 00:00', 'home': 'changnin', 'temperature': '26.50', 'humidity': '99.10'}
{'date': '2017-06-26 00:15', 'home': 'changnin', 'temperature': '26.50', 'humidity': '98.70'}
{'date': '2017-06-26 00:30', 'home': 'changnin', 'temperature': '26.50', 'humidity': '98.80'}
{'date': '2017-06-26 00:45', 'home': 'changnin', 'temperature': '26.50', 'humidity': '98.20'}
{'date': '2017-06-26 01:00', 'home': 'changnin', 'temperature': '26.50', 'humidity': '98.30'}
{'date': '2017-06-26 01:15', 'home': 'changnin', 'temperature': '26.50', 'humidity': '98.00'}
{'date': '2017-06-26 01:30', 'home': 'changnin', 'temperature': '26.50', 'humidity': '98.20'}
{'date': '2017-06-26 01:45', 'home': 'changnin', 'temperature': '26.50', 'humidity': '97.90'}
{'date': '2017-06-26 02:00', 'home': 'changnin', 'temperature': '26.50', 'humidity': '97.30'}
{'date': '2017-06-26 02:15', 'home': 'changnin', 'temperature': '26.50', 'humidity': '96.70'}
{'date': '2017-06-26 02:30', 'home': 'changnin', 'temperature': '26.50', 'humidity': '97.10'}
{'date': '2017-06-26 02:45', 'home': 'changnin', 'temperature': '26.50', 'humidity': '97.30'}
{'date': '2017-06-26 03:00', 'home': 'changnin', 'temperature': '26.40', 'humidity': '96.70'}
{'date': '2017-06-26 03:15', 'home': 'changnin', 'temperature': '26.40', 'humidity': '96.20'}
{'date': '2017-06-26 03:30', 'home': 'changnin', 'temperature': '26.40', 'humidity': '96.20'}
{'date': '2017-06-26 03:45', 'home': 'changnin', 'temperature': '26.40', 'humidity': '96.80'}
{'date': '2017-06-26 04:00', 'home': 'changnin', 'temperature': '26.40', 'humidity': '97.30'}
{'date': '2017-06-26 04:15', 'home': 'changnin', 'temperature': '26.40', 'humidity': '97.90'}
{'date': '2017-06-26 04:30', 'home': 'changnin', 'temperature': '26.40', 'humidity': '98.10'}
{'date': '2017-06-26 04:45', 'home': 'changnin', 'temperature': '26.40', 'humidity': '98.20'}
{'date': '2017-06-26 05:00', 'home': 'changnin', 'temperature': '26.30', 'humidity': '97.90'}
{'date': '2017-06-26 05:15', 'home': 'changnin', 'temperature': '26.30', 'humidity': '97.70'}
{'date': '2017-06-26 05:30', 'home': 'changnin', 'temperature': '26.30', 'humidity': '98.10'}
{'date': '2017-06-26 05:45', 'home': 'changnin', 'temperature': '26.30', 'humidity': '98.10'}
{'date': '2017-06-26 06:00', 'home': 'changnin', 'temperature': '26.30', 'humidity': '98.40'}
{'date': '2017-06-26 06:15', 'home': 'changnin', 'temperature': '26.30', 'humidity': '98.90'}
{'date': '2017-06-26 06:30', 'home': 'changnin', 'temperature': '26.30', 'humidity': '99.90'}
{'date': '2017-06-26 06:45', 'home': 'changnin', 'temperature': '26.30', 'humidity': '99.90'}
{'date': '2017-06-26 07:00', 'home': 'changnin', 'temperature': '26.30', 'humidity': '99.90'}
{'date': '2017-06-26 07:15', 'home': 'changnin', 'temperature': '26.30', 'humidity': '99.90'}
{'date': '2017-06-26 07:30', 'home': 'changnin', 'temperature': '26.30', 'humidity': '99.90'}
{'date': '2017-06-26 07:45', 'home': 'changnin', 'temperature': '26.40', 'humidity': '99.90'}
{'date': '2017-06-26 08:00', 'home': 'changnin', 'temperature': '26.40', 'humidity': '99.90'}
{'date': '2017-06-26 08:15', 'home': 'changnin', 'temperature': '26.40', 'humidity': '99.90'}
{'date': '2017-06-26 08:30', 'home': 'changnin', 'temperature': '26.40', 'humidity': '99.90'}
{'date': '2017-06-26 08:45', 'home': 'changnin', 'temperature': '26.40', 'humidity': '99.90'}
{'date': '2017-06-26 09:00', 'home': 'changnin', 'temperature': '26.50', 'humidity': '99.90'}
{'date': '2017-06-26 09:15', 'home': 'changnin', 'temperature': '26.50', 'humidity': '99.90'}
{'date': '2017-06-26 09:30', 'home': 'changnin', 'temperature': '26.50', 'humidity': '99.90'}
{'date': '2017-06-26 09:45', 'home': 'changnin', 'temperature': '26.60', 'humidity': '99.90'}
{'date': '2017-06-26 10:00', 'home': 'changnin', 'temperature': '26.60', 'humidity': '99.90'}
{'date': '2017-06-26 10:15', 'home': 'changnin', 'temperature': '26.70', 'humidity': '99.90'}
{'date': '2017-06-26 10:30', 'home': 'changnin', 'temperature': '26.70', 'humidity': '99.90'}
{'date': '2017-06-26 10:45', 'home': 'changnin', 'temperature': '26.80', 'humidity': '99.90'}
{'date': '2017-06-26 11:00', 'home': 'changnin', 'temperature': '26.90', 'humidity': '99.90'}
{'date': '2017-06-26 11:15', 'home': 'changnin', 'temperature': '27.00', 'humidity': '99.90'}
{'date': '2017-06-26 11:30', 'home': 'changnin', 'temperature': '27.00', 'humidity': '99.90'}
{'date': '2017-06-26 11:45', 'home': 'changnin', 'temperature': '27.00', 'humidity': '99.90'}
{'date': '2017-06-26 12:00', 'home': 'changnin', 'temperature': '27.10', 'humidity': '99.90'}
{'date': '2017-06-26 12:15', 'home': 'changnin', 'temperature': '27.20', 'humidity': '99.90'}
{'date': '2017-06-26 12:30', 'home': 'changnin', 'temperature': '27.20', 'humidity': '99.90'}
{'date': '2017-06-26 12:45', 'home': 'changnin', 'temperature': '27.20', 'humidity': '99.80'}
{'date': '2017-06-26 13:00', 'home': 'changnin', 'temperature': '27.30', 'humidity': '99.90'}
{'date': '2017-06-26 13:15', 'home': 'changnin', 'temperature': '27.30', 'humidity': '99.90'}
{'date': '2017-06-26 13:30', 'home': 'changnin', 'temperature': '27.30', 'humidity': '99.90'}
{'date': '2017-06-26 13:45', 'home': 'changnin', 'temperature': '27.30', 'humidity': '97.80'}
{'date': '2017-06-26 14:00', 'home': 'changnin', 'temperature': '27.20', 'humidity': '96.90'}
{'date': '2017-06-26 14:15', 'home': 'changnin', 'temperature': '27.20', 'humidity': '99.00'}
{'date': '2017-06-26 14:30', 'home': 'changnin', 'temperature': '27.20', 'humidity': '99.90'}
{'date': '2017-06-26 14:45', 'home': 'changnin', 'temperature': '27.20', 'humidity': '99.90'}
{'date': '2017-06-26 15:00', 'home': 'changnin', 'temperature': '27.30', 'humidity': '99.90'}
{'date': '2017-06-26 15:15', 'home': 'changnin', 'temperature': '27.30', 'humidity': '99.90'}
{'date': '2017-06-26 15:30', 'home': 'changnin', 'temperature': '27.30', 'humidity': '99.90'}
{'date': '2017-06-26 15:45', 'home': 'changnin', 'temperature': '27.30', 'humidity': '98.80'}
{'date': '2017-06-26 16:00', 'home': 'changnin', 'temperature': '27.40', 'humidity': '98.30'}
{'date': '2017-06-26 16:15', 'home': 'changnin', 'temperature': '27.30', 'humidity': '98.20'}
{'date': '2017-06-26 16:30', 'home': 'changnin', 'temperature': '27.30', 'humidity': '97.70'}
{'date': '2017-06-26 16:45', 'home': 'changnin', 'temperature': '27.30', 'humidity': '99.10'}
{'date': '2017-06-26 17:00', 'home': 'changnin', 'temperature': '27.30', 'humidity': '99.90'}
{'date': '2017-06-26 17:15', 'home': 'changnin', 'temperature': '27.30', 'humidity': '99.90'}
{'date': '2017-06-26 17:30', 'home': 'changnin', 'temperature': '27.30', 'humidity': '99.90'}
{'date': '2017-06-26 17:45', 'home': 'changnin', 'temperature': '27.30', 'humidity': '99.90'}
{'date': '2017-06-26 18:00', 'home': 'changnin', 'temperature': '27.20', 'humidity': '99.90'}
{'date': '2017-06-26 18:15', 'home': 'changnin', 'temperature': '26.70', 'humidity': '79.20'}
{'date': '2017-06-26 18:30', 'home': 'changnin', 'temperature': '26.10', 'humidity': '71.10'}
{'date': '2017-06-26 18:45', 'home': 'changnin', 'temperature': '25.60', 'humidity': '66.40'}
{'date': '2017-06-26 19:00', 'home': 'changnin', 'temperature': '25.40', 'humidity': '62.40'}
{'date': '2017-06-26 19:15', 'home': 'changnin', 'temperature': '25.30', 'humidity': '62.20'}
{'date': '2017-06-26 19:30', 'home': 'changnin', 'temperature': '25.10', 'humidity': '62.80'}
{'date': '2017-06-26 19:45', 'home': 'changnin', 'temperature': '24.90', 'humidity': '86.70'}
{'date': '2017-06-26 20:00', 'home': 'changnin', 'temperature': '25.10', 'humidity': '98.80'}
{'date': '2017-06-26 20:15', 'home': 'changnin', 'temperature': '25.00', 'humidity': '99.00'}
{'date': '2017-06-26 20:30', 'home': 'changnin', 'temperature': '25.30', 'humidity': '99.00'}
{'date': '2017-06-26 20:45', 'home': 'changnin', 'temperature': '25.50', 'humidity': '99.90'}
{'date': '2017-06-26 21:00', 'home': 'changnin', 'temperature': '25.70', 'humidity': '99.90'}
{'date': '2017-06-26 21:15', 'home': 'changnin', 'temperature': '26.00', 'humidity': '99.90'}
{'date': '2017-06-26 21:30', 'home': 'changnin', 'temperature': '26.00', 'humidity': '86.80'}
{'date': '2017-06-26 21:45', 'home': 'changnin', 'temperature': '26.00', 'humidity': '86.90'}
{'date': '2017-06-26 22:00', 'home': 'changnin', 'temperature': '26.10', 'humidity': '87.50'}
{'date': '2017-06-26 22:15', 'home': 'changnin', 'temperature': '26.30', 'humidity': '98.80'}
{'date': '2017-06-26 22:30', 'home': 'changnin', 'temperature': '26.30', 'humidity': '98.80'}
{'date': '2017-06-26 22:45', 'home': 'changnin', 'temperature': '26.40', 'humidity': '97.80'}
{'date': '2017-06-26 23:00', 'home': 'changnin', 'temperature': '26.40', 'humidity': '99.90'}
{'date': '2017-06-26 23:15', 'home': 'changnin', 'temperature': '26.50', 'humidity': '92.50'}
{'date': '2017-06-26 23:30', 'home': 'changnin', 'temperature': '26.50', 'humidity': '92.50'}
{'date': '2017-06-26 23:45', 'home': 'changnin', 'temperature': '26.50', 'humidity': '96.20'}
{'date': '2017-06-27 00:00', 'home': 'changnin', 'temperature': '26.60', 'humidity': '97.40'}
{'date': '2017-06-27 00:15', 'home': 'changnin', 'temperature': '26.50', 'humidity': '97.40'}
{'date': '2017-06-27 00:30', 'home': 'changnin', 'temperature': '26.60', 'humidity': '96.00'}
{'date': '2017-06-27 00:45', 'home': 'changnin', 'temperature': '26.50', 'humidity': '95.90'}
{'date': '2017-06-27 01:00', 'home': 'changnin', 'temperature': '26.60', 'humidity': '99.60'}
{'date': '2017-06-27 01:15', 'home': 'changnin', 'temperature': '26.70', 'humidity': '99.90'}
{'date': '2017-06-27 01:30', 'home': 'changnin', 'temperature': '26.70', 'humidity': '99.90'}
{'date': '2017-06-27 01:45', 'home': 'changnin', 'temperature': '26.70', 'humidity': '99.90'}
{'date': '2017-06-27 02:00', 'home': 'changnin', 'temperature': '26.70', 'humidity': '99.90'}
{'date': '2017-06-27 02:15', 'home': 'changnin', 'temperature': '26.70', 'humidity': '99.90'}
{'date': '2017-06-27 02:30', 'home': 'changnin', 'temperature': '26.70', 'humidity': '99.90'}
{'date': '2017-06-27 02:45', 'home': 'changnin', 'temperature': '26.70', 'humidity': '99.90'}
{'date': '2017-06-27 03:00', 'home': 'changnin', 'temperature': '26.80', 'humidity': '99.90'}
{'date': '2017-06-27 03:15', 'home': 'changnin', 'temperature': '26.70', 'humidity': '99.90'}
{'date': '2017-06-27 03:30', 'home': 'changnin', 'temperature': '26.80', 'humidity': '99.90'}
{'date': '2017-06-27 03:45', 'home': 'changnin', 'temperature': '26.70', 'humidity': '99.20'}
{'date': '2017-06-27 04:00', 'home': 'changnin', 'temperature': '26.80', 'humidity': '98.90'}
{'date': '2017-06-27 04:15', 'home': 'changnin', 'temperature': '26.70', 'humidity': '98.70'}
{'date': '2017-06-27 04:30', 'home': 'changnin', 'temperature': '26.70', 'humidity': '98.70'}
{'date': '2017-06-27 04:45', 'home': 'changnin', 'temperature': '26.70', 'humidity': '97.80'}
{'date': '2017-06-27 05:00', 'home': 'changnin', 'temperature': '26.70', 'humidity': '97.60'}
{'date': '2017-06-27 05:15', 'home': 'changnin', 'temperature': '26.70', 'humidity': '97.40'}
{'date': '2017-06-27 05:30', 'home': 'changnin', 'temperature': '26.70', 'humidity': '97.10'}
{'date': '2017-06-27 05:45', 'home': 'changnin', 'temperature': '26.70', 'humidity': '97.10'}
{'date': '2017-06-27 06:00', 'home': 'changnin', 'temperature': '26.70', 'humidity': '99.90'}
{'date': '2017-06-27 06:15', 'home': 'changnin', 'temperature': '26.70', 'humidity': '99.90'}
{'date': '2017-06-27 06:30', 'home': 'changnin', 'temperature': '26.80', 'humidity': '99.90'}
{'date': '2017-06-27 06:45', 'home': 'changnin', 'temperature': '26.90', 'humidity': '99.90'}
{'date': '2017-06-27 07:00', 'home': 'changnin', 'temperature': '26.90', 'humidity': '98.50'}
{'date': '2017-06-27 07:15', 'home': 'changnin', 'temperature': '26.80', 'humidity': '98.50'}
{'date': '2017-06-27 07:30', 'home': 'changnin', 'temperature': '26.80', 'humidity': '98.20'}
{'date': '2017-06-27 07:45', 'home': 'changnin', 'temperature': '26.90', 'humidity': '99.90'}
{'date': '2017-06-27 08:00', 'home': 'changnin', 'temperature': '26.90', 'humidity': '99.90'}
{'date': '2017-06-27 08:15', 'home': 'changnin', 'temperature': '27.00', 'humidity': '99.90'}
{'date': '2017-06-27 08:30', 'home': 'changnin', 'temperature': '27.00', 'humidity': '99.90'}
{'date': '2017-06-27 08:45', 'home': 'changnin', 'temperature': '27.00', 'humidity': '99.90'}
{'date': '2017-06-27 09:00', 'home': 'changnin', 'temperature': '27.00', 'humidity': '99.90'}
{'date': '2017-06-27 09:15', 'home': 'changnin', 'temperature': '27.00', 'humidity': '99.90'}
{'date': '2017-06-27 09:30', 'home': 'changnin', 'temperature': '27.00', 'humidity': '99.90'}
{'date': '2017-06-27 09:45', 'home': 'changnin', 'temperature': '27.00', 'humidity': '99.90'}
{'date': '2017-06-27 10:00', 'home': 'changnin', 'temperature': '27.20', 'humidity': '99.90'}
{'date': '2017-06-27 10:15', 'home': 'changnin', 'temperature': '27.20', 'humidity': '99.90'}
{'date': '2017-06-27 10:30', 'home': 'changnin', 'temperature': '27.20', 'humidity': '99.90'}
{'date': '2017-06-27 10:45', 'home': 'changnin', 'temperature': '27.20', 'humidity': '99.90'}
{'date': '2017-06-27 11:00', 'home': 'changnin', 'temperature': '27.30', 'humidity': '98.70'}
{'date': '2017-06-27 11:15', 'home': 'changnin', 'temperature': '27.30', 'humidity': '95.20'}
{'date': '2017-06-27 11:30', 'home': 'changnin', 'temperature': '27.30', 'humidity': '99.90'}
{'date': '2017-06-27 11:45', 'home': 'changnin', 'temperature': '27.30', 'humidity': '99.90'}
{'date': '2017-06-27 12:00', 'home': 'changnin', 'temperature': '27.40', 'humidity': '99.90'}
{'date': '2017-06-27 12:15', 'home': 'changnin', 'temperature': '27.40', 'humidity': '99.60'}
{'date': '2017-06-27 12:30', 'home': 'changnin', 'temperature': '27.40', 'humidity': '99.90'}
{'date': '2017-06-27 12:45', 'home': 'changnin', 'temperature': '27.40', 'humidity': '99.00'}
{'date': '2017-06-27 13:00', 'home': 'changnin', 'temperature': '27.40', 'humidity': '99.00'}
{'date': '2017-06-27 13:15', 'home': 'changnin', 'temperature': '27.20', 'humidity': '91.40'}
{'date': '2017-06-27 13:30', 'home': 'changnin', 'temperature': '27.20', 'humidity': '94.70'}
{'date': '2017-06-27 13:45', 'home': 'changnin', 'temperature': '27.20', 'humidity': '97.40'}
{'date': '2017-06-27 14:00', 'home': 'changnin', 'temperature': '27.20', 'humidity': '94.30'}
{'date': '2017-06-27 14:15', 'home': 'changnin', 'temperature': '27.20', 'humidity': '94.30'}
{'date': '2017-06-27 14:30', 'home': 'changnin', 'temperature': '27.20', 'humidity': '96.60'}
{'date': '2017-06-27 14:45', 'home': 'changnin', 'temperature': '27.30', 'humidity': '96.10'}
{'date': '2017-06-27 15:00', 'home': 'changnin', 'temperature': '27.30', 'humidity': '95.70'}
{'date': '2017-06-27 15:15', 'home': 'changnin', 'temperature': '27.30', 'humidity': '95.70'}
{'date': '2017-06-27 15:30', 'home': 'changnin', 'temperature': '27.40', 'humidity': '92.20'}
{'date': '2017-06-27 15:45', 'home': 'changnin', 'temperature': '27.40', 'humidity': '90.80'}
{'date': '2017-06-27 16:00', 'home': 'changnin', 'temperature': '27.40', 'humidity': '90.70'}
{'date': '2017-06-27 16:15', 'home': 'changnin', 'temperature': '27.30', 'humidity': '89.80'}
{'date': '2017-06-27 16:30', 'home': 'changnin', 'temperature': '27.30', 'humidity': '91.20'}
{'date': '2017-06-27 16:45', 'home': 'changnin', 'temperature': '27.30', 'humidity': '91.20'}
{'date': '2017-06-27 17:00', 'home': 'changnin', 'temperature': '27.30', 'humidity': '92.60'}
{'date': '2017-06-27 17:15', 'home': 'changnin', 'temperature': '27.30', 'humidity': '91.70'}
{'date': '2017-06-27 17:30', 'home': 'changnin', 'temperature': '27.30', 'humidity': '91.10'}
{'date': '2017-06-27 17:45', 'home': 'changnin', 'temperature': '27.30', 'humidity': '91.10'}
{'date': '2017-06-27 18:00', 'home': 'changnin', 'temperature': '27.30', 'humidity': '92.70'}
{'date': '2017-06-27 18:15', 'home': 'changnin', 'temperature': '27.30', 'humidity': '94.90'}
{'date': '2017-06-27 18:30', 'home': 'changnin', 'temperature': '27.10', 'humidity': '84.10'}
{'date': '2017-06-27 18:45', 'home': 'changnin', 'temperature': '26.50', 'humidity': '65.80'}
{'date': '2017-06-27 19:00', 'home': 'changnin', 'temperature': '26.70', 'humidity': '94.50'}
{'date': '2017-06-27 19:15', 'home': 'changnin', 'temperature': '26.70', 'humidity': '94.60'}
{'date': '2017-06-27 19:30', 'home': 'changnin', 'temperature': '26.80', 'humidity': '92.40'}
{'date': '2017-06-27 19:45', 'home': 'changnin', 'temperature': '27.00', 'humidity': '90.70'}
{'date': '2017-06-27 20:00', 'home': 'changnin', 'temperature': '27.00', 'humidity': '90.70'}
{'date': '2017-06-27 20:15', 'home': 'changnin', 'temperature': '27.10', 'humidity': '90.10'}
{'date': '2017-06-27 20:30', 'home': 'changnin', 'temperature': '27.20', 'humidity': '89.10'}
{'date': '2017-06-27 20:45', 'home': 'changnin', 'temperature': '27.20', 'humidity': '90.20'}
{'date': '2017-06-27 21:00', 'home': 'changnin', 'temperature': '27.20', 'humidity': '90.70'}
